hours_studied,attendance,parent_education,extra_activities,course_done,course_score,ct,st1,st2,put,final_grade
1.3,94.6,high_school,yes,no,0.0,1.3,26.0,50.4,93.0,49.9
3.2,76.5,graduate,no,no,0.0,7.5,11.7,4.4,12.8,20.0
9.3,64.1,master,no,no,0.0,7.6,51.7,43.6,16.5,39.5
1.5,92.7,none,yes,no,0.0,2.6,18.9,5.5,18.3,18.4
7.1,71.8,none,yes,no,0.0,4.9,44.2,98.9,56.1,57.5
8.5,93.3,high_school,no,yes,90.0,8.2,9.4,86.8,18.1,50.8
5.6,83.2,graduate,yes,yes,69.8,5.0,52.6,57.1,41.6,53.4
0.9,66.4,master,yes,no,0.0,1.5,39.4,59.0,95.1,53.5
0.8,91.5,none,no,no,0.0,9.7,62.8,26.9,65.8,52.4
6.6,97.5,master,yes,no,0.0,8.0,21.1,4.9,64.4,40.7
7.4,77.4,none,yes,no,0.0,0.9,39.9,17.8,96.5,49.0
8.5,58.1,none,no,no,0.0,4.9,64.7,95.4,15.4,48.7
4.3,90.3,master,yes,yes,79.6,8.9,35.9,9.6,36.7,43.6
4.8,78.2,none,yes,no,0.0,6.3,75.6,81.1,61.4,62.4
0.9,75.7,none,yes,yes,71.6,4.4,64.8,71.4,93.1,71.0
9.1,73.9,graduate,yes,no,0.0,3.0,68.4,30.0,24.9,38.4
0.5,53.8,high_school,yes,no,0.0,3.6,51.1,41.3,46.5,39.0
5.9,88.4,high_school,yes,no,0.0,0.5,74.1,46.3,78.6,55.5
4.2,85.2,master,no,no,0.0,9.7,75.7,45.0,80.8,64.4
8.7,59.4,graduate,yes,yes,77.4,0.2,74.7,60.4,87.2,68.4
3.9,50.7,none,no,no,0.0,3.0,69.2,86.9,96.6,67.7
8.1,80.8,none,no,yes,87.8,1.9,8.8,13.5,19.1,29.0
0.3,74.1,graduate,yes,yes,63.4,7.7,43.6,62.6,79.0,62.8
1.5,71.1,high_school,yes,no,0.0,4.7,90.2,73.9,44.5,55.2
8.6,79.3,graduate,no,yes,64.1,8.5,56.9,83.4,5.1,52.8
4.3,70.8,none,no,no,0.0,2.3,3.7,40.0,51.3,32.1
0.6,51.0,master,yes,yes,79.8,9.4,26.8,64.8,88.9,65.2
3.5,84.9,high_school,yes,yes,80.3,5.9,28.8,19.2,34.4,39.8
6.8,96.1,none,yes,no,0.0,8.3,88.3,72.3,39.0,60.3
6.7,86.7,none,yes,no,0.0,1.3,62.2,28.2,74.9,49.5
2.0,80.3,high_school,no,yes,100.0,3.6,94.3,49.4,23.5,54.4
2.6,83.8,graduate,yes,yes,64.8,2.2,80.7,33.8,11.4,40.5
2.6,67.0,master,yes,yes,88.3,9.3,77.0,55.7,89.6,76.2
4.4,72.9,high_school,yes,yes,92.9,0.4,78.2,61.0,85.8,69.1
1.1,81.5,graduate,no,no,0.0,7.3,15.7,29.2,44.2,34.2
1.0,82.4,master,yes,yes,69.8,8.1,12.3,20.2,97.0,55.3
3.4,75.3,high_school,no,yes,66.1,7.5,37.2,75.5,36.1,52.9
4.2,61.4,none,no,no,0.0,9.4,91.8,89.8,95.2,79.4
4.4,88.5,high_school,yes,no,0.0,0.6,33.8,40.2,77.2,45.2
7.6,83.0,graduate,yes,no,0.0,4.2,97.8,98.0,79.9,75.3
8.9,85.0,master,no,yes,88.0,4.5,90.9,0.8,28.0,48.7
2.1,77.2,none,no,yes,95.2,0.8,88.8,78.2,40.5,60.8
5.4,69.5,graduate,no,no,0.0,7.6,21.4,51.2,31.2,37.7
1.6,51.4,master,yes,yes,89.3,8.4,83.2,30.4,42.3,56.1
2.6,75.4,high_school,yes,yes,78.1,9.8,75.7,94.1,44.9,70.1
8.1,99.5,graduate,no,yes,88.6,5.2,29.9,66.7,81.5,66.9
2.5,66.4,graduate,no,no,0.0,0.8,45.4,14.7,42.6,30.2
0.6,94.4,none,yes,no,0.0,8.7,44.6,36.9,52.6,45.8
5.8,81.8,none,no,yes,79.4,4.6,73.2,41.7,16.3,47.4
9.7,75.7,high_school,yes,no,0.0,9.2,45.5,3.3,15.7,32.3
1.2,92.6,high_school,yes,yes,74.9,9.9,37.0,29.0,52.3,51.5
3.0,74.3,graduate,yes,no,0.0,8.9,78.4,42.2,93.7,66.3
2.2,91.0,none,yes,no,0.0,4.8,12.2,34.9,87.0,46.0
3.1,72.6,master,no,yes,80.2,4.6,47.5,72.0,60.6,59.9
4.5,72.5,master,yes,yes,96.0,3.4,80.0,66.5,41.0,60.5
0.5,83.5,none,no,no,0.0,5.6,64.6,86.6,70.7,61.5
1.2,78.0,graduate,yes,yes,64.8,9.4,95.7,52.2,75.1,72.5
1.8,50.9,graduate,yes,yes,92.3,6.1,83.0,83.9,58.0,69.6
4.0,52.2,high_school,no,no,0.0,3.8,43.7,41.5,86.0,51.2
0.9,99.0,graduate,no,no,0.0,9.5,14.4,25.6,9.0,25.6
6.8,52.9,master,yes,no,0.0,1.4,2.7,5.9,39.0,20.9
8.9,62.9,high_school,yes,no,0.0,5.1,20.3,75.2,58.6,49.4
5.0,97.5,master,yes,yes,76.3,2.3,31.8,55.3,6.5,36.7
8.9,63.5,high_school,yes,no,0.0,4.5,76.3,65.2,12.6,44.2
8.5,75.0,graduate,no,no,0.0,9.6,54.0,16.8,24.5,39.1
5.6,52.1,none,no,no,0.0,2.7,65.3,16.7,6.0,26.3
2.5,84.0,master,yes,yes,72.0,4.0,58.5,51.0,4.5,39.9
1.2,57.0,master,no,no,0.0,6.4,21.1,50.5,80.2,48.2
9.8,85.4,master,yes,no,0.0,0.2,66.2,32.2,21.1,35.4
6.9,82.3,high_school,no,no,0.0,7.6,0.4,1.0,17.4,20.7
5.4,89.4,high_school,yes,yes,74.1,8.1,89.3,81.6,44.5,70.2
8.3,67.9,graduate,yes,yes,68.9,0.2,12.5,37.0,19.3,30.3
2.8,96.1,master,yes,yes,69.4,4.9,9.0,61.3,30.3,41.2
3.6,64.0,graduate,yes,no,0.0,5.7,19.6,82.1,39.6,42.9
4.9,77.6,graduate,yes,yes,95.2,7.3,58.8,74.6,12.7,53.6
2.7,92.4,high_school,no,no,0.0,6.4,68.1,88.3,0.2,43.7
9.4,52.6,master,no,no,0.0,5.0,84.4,40.7,12.2,41.0
5.2,52.2,graduate,yes,yes,75.7,3.3,27.8,42.0,44.9,43.5
8.8,90.4,graduate,no,no,0.0,3.1,95.8,91.7,19.7,55.4
6.3,54.8,none,no,no,0.0,8.4,80.8,59.3,62.6,61.1
2.5,73.7,master,yes,yes,91.0,6.2,82.2,52.0,23.7,54.2
7.6,81.3,high_school,yes,yes,91.3,0.6,97.5,91.7,37.7,66.7
8.0,52.7,none,yes,no,0.0,4.0,10.2,5.6,5.2,15.4
6.2,70.6,high_school,no,yes,73.6,9.4,38.4,79.5,88.0,73.4
7.8,72.7,master,yes,yes,96.2,1.3,10.8,1.2,71.3,42.2
5.1,67.8,none,no,yes,72.5,4.4,18.6,13.8,4.4,25.4
9.6,87.7,master,yes,no,0.0,9.7,14.7,30.9,34.3,38.3
5.2,82.9,graduate,yes,yes,76.9,2.0,23.7,81.9,55.9,54.3
2.0,95.4,high_school,no,no,0.0,6.0,18.9,47.6,69.2,45.8
3.3,78.9,master,no,yes,79.8,9.2,41.9,16.2,45.4,48.0
6.4,84.7,none,yes,no,0.0,8.1,23.9,73.5,95.3,63.6
3.8,70.0,high_school,no,yes,71.6,1.9,1.0,35.8,55.5,38.5
5.9,88.3,high_school,yes,no,0.0,7.2,19.9,28.4,21.9,30.8
3.4,77.7,graduate,yes,yes,93.3,1.4,2.1,84.3,91.1,60.9
6.5,94.3,master,yes,yes,97.6,9.8,30.5,24.0,80.9,62.7
10.0,94.1,high_school,yes,yes,81.3,6.9,14.4,92.4,79.5,69.9
3.2,71.5,graduate,yes,no,0.0,7.9,76.3,58.7,85.4,65.7
3.3,52.7,master,yes,yes,89.1,7.8,85.2,96.8,88.6,84.0
7.9,80.7,graduate,no,no,0.0,5.2,75.1,64.5,50.9,56.4
1.8,85.6,none,no,yes,68.3,8.9,47.4,58.1,63.8,61.1
4.5,61.7,graduate,no,no,0.0,2.5,42.5,37.7,15.7,28.6
0.8,87.6,master,no,no,0.0,4.3,51.9,23.0,4.1,25.3
4.7,70.4,none,no,no,0.0,6.5,27.3,2.5,44.2,31.6
3.6,54.1,high_school,no,yes,81.8,3.3,92.7,9.8,7.1,38.6
6.8,62.5,master,yes,no,0.0,0.1,70.6,99.8,99.8,70.6
3.0,91.1,none,no,yes,94.6,2.3,82.2,75.8,1.2,49.8
7.2,60.5,graduate,no,no,0.0,8.5,72.3,46.1,79.2,62.6
4.3,97.1,none,yes,yes,83.1,1.3,43.9,85.3,3.0,43.4
9.4,50.5,master,no,no,0.0,3.3,22.5,42.6,75.3,46.1
0.2,89.3,graduate,yes,no,0.0,9.8,97.7,99.4,56.8,70.8
2.0,69.5,none,yes,no,0.0,0.9,47.5,32.9,96.2,50.3
1.0,77.6,high_school,no,no,0.0,2.8,2.7,19.9,91.1,39.0
2.3,83.0,high_school,no,no,0.0,3.9,5.7,51.9,17.2,25.9
9.9,56.5,none,no,yes,65.2,2.1,74.3,38.9,90.4,66.2
4.3,85.5,none,yes,no,0.0,2.8,60.4,93.9,58.7,57.7
0.1,57.1,high_school,no,no,0.0,4.6,60.5,24.7,32.9,34.4
5.8,86.9,master,no,no,0.0,6.1,34.7,84.3,79.2,60.9
8.1,58.8,graduate,yes,yes,87.9,1.0,90.0,73.3,45.8,63.2
7.0,52.2,graduate,no,yes,87.9,7.2,88.3,53.8,66.7,70.5
2.2,74.7,high_school,no,no,0.0,4.1,7.7,10.5,76.7,35.6
1.6,60.4,high_school,no,no,0.0,3.8,2.7,63.9,67.6,41.2
7.5,92.8,none,yes,no,0.0,6.7,1.1,11.5,91.7,45.1
4.6,73.1,high_school,yes,no,0.0,8.4,71.4,43.8,47.1,51.5
1.7,50.9,high_school,yes,yes,86.9,0.1,29.4,53.5,39.1,40.5
2.7,72.0,graduate,yes,no,0.0,7.0,71.4,89.3,53.2,60.1
8.4,90.6,high_school,no,yes,90.9,7.7,69.0,44.4,59.8,66.1
9.3,68.7,graduate,yes,no,0.0,8.2,9.1,42.2,98.9,56.2
6.8,53.2,high_school,yes,no,0.0,3.2,72.4,4.4,51.3,40.0
6.3,81.2,none,no,yes,60.6,6.5,12.1,21.4,35.7,37.2
0.1,60.6,graduate,yes,yes,62.7,2.2,65.8,27.8,62.4,49.0
3.0,79.9,high_school,yes,no,0.0,6.8,25.2,9.5,32.4,29.0
9.7,84.7,master,yes,no,0.0,0.7,63.5,88.4,31.8,49.7
0.2,95.6,none,no,yes,69.3,6.2,51.1,74.2,50.3,58.2
9.0,65.4,none,yes,no,0.0,2.0,62.0,6.0,37.5,34.6
3.8,82.1,graduate,no,yes,80.8,9.8,73.9,32.9,27.8,53.6
6.5,64.4,high_school,yes,yes,96.3,6.7,84.7,33.1,24.2,53.6
2.5,84.4,graduate,no,yes,94.8,0.7,52.1,18.4,63.0,48.7
1.9,81.7,graduate,yes,yes,69.5,0.8,12.6,17.4,54.9,35.3
7.2,65.6,graduate,yes,no,0.0,9.7,42.4,60.6,30.3,46.3
2.0,93.1,none,yes,no,0.0,4.4,95.1,36.0,37.8,47.6
5.1,86.7,graduate,no,no,0.0,6.0,2.0,38.1,85.4,46.5
1.5,86.3,master,no,no,0.0,0.7,46.4,45.4,37.5,35.4
1.4,73.5,graduate,yes,no,0.0,4.9,0.4,86.2,73.0,48.5
9.3,97.0,master,no,no,0.0,8.8,49.0,64.1,58.8,58.6
9.9,56.2,graduate,yes,no,0.0,5.1,76.3,95.7,77.1,70.4
4.9,84.4,high_school,no,yes,96.9,3.6,92.7,73.6,24.2,60.5
7.1,51.4,graduate,no,yes,84.1,9.5,60.5,94.4,14.7,59.4
8.4,50.6,high_school,no,yes,95.0,1.7,39.8,58.6,90.1,64.6
4.3,84.6,none,no,yes,64.4,5.7,73.4,75.2,92.4,76.0
8.0,90.7,master,yes,yes,92.7,0.0,93.0,39.8,30.8,53.6
0.7,84.8,none,no,yes,67.9,1.8,73.3,17.1,37.5,42.5
9.5,72.5,graduate,yes,yes,70.4,9.0,20.1,75.0,80.9,67.7
4.1,81.3,high_school,yes,yes,73.7,5.9,8.0,8.6,12.5,26.5
4.8,83.6,high_school,yes,yes,63.9,5.2,6.1,75.2,0.7,34.6
0.1,80.1,master,no,no,0.0,6.8,47.3,33.7,42.9,39.9
3.4,65.8,graduate,no,no,0.0,8.7,66.5,37.8,5.7,36.3
8.1,50.2,none,yes,yes,74.7,6.2,2.6,12.3,53.1,39.1
6.6,73.8,none,yes,no,0.0,0.2,0.3,63.8,94.2,48.3
3.6,52.3,master,no,yes,73.9,9.4,23.4,48.5,73.9,57.8
9.4,73.8,high_school,no,yes,65.1,8.0,29.4,19.5,14.3,37.0
3.0,83.7,none,yes,yes,69.7,1.7,89.6,95.5,48.2,65.8
9.4,85.0,high_school,no,no,0.0,9.0,99.3,2.9,92.9,66.3
7.7,61.0,master,no,no,0.0,0.9,95.2,67.1,66.5,60.2
6.9,93.6,high_school,no,no,0.0,6.5,37.7,71.7,73.6,58.6
7.9,98.3,none,yes,yes,73.6,5.9,22.4,11.6,8.8,31.6
1.9,97.1,master,yes,yes,72.4,5.9,85.3,95.4,57.7,72.4
1.9,69.4,none,no,yes,80.8,6.0,77.1,79.8,93.4,77.9
2.2,69.8,none,no,no,0.0,6.8,14.5,94.3,83.7,58.3
1.5,64.2,high_school,no,no,0.0,6.3,30.9,99.0,12.3,39.9
2.2,64.6,none,yes,yes,93.9,9.3,98.1,33.3,82.8,74.1
2.3,86.8,graduate,no,yes,99.6,5.5,72.7,29.9,81.5,65.9
3.4,83.9,master,no,yes,88.0,5.5,39.1,52.8,28.3,47.1
1.0,66.2,high_school,no,no,0.0,2.9,45.8,16.4,13.8,23.3
1.4,60.9,graduate,yes,yes,75.1,9.8,36.2,85.6,10.2,48.5
6.8,58.4,high_school,yes,yes,99.2,6.5,35.6,47.4,94.5,67.7
5.9,98.5,none,yes,yes,86.1,3.8,3.4,24.1,48.9,40.5
6.9,89.8,high_school,no,no,0.0,3.7,86.5,65.0,27.5,50.2
1.2,54.1,none,yes,no,0.0,6.9,2.3,57.3,57.3,39.3
0.9,79.6,none,no,yes,64.0,0.6,100.0,70.3,29.8,54.4
9.1,89.8,graduate,no,no,0.0,0.6,81.3,2.0,55.6,43.0
8.4,76.9,high_school,yes,yes,60.2,4.5,96.6,89.8,18.1,61.3
3.1,52.0,graduate,yes,yes,99.2,5.1,8.8,25.7,75.3,48.7
3.6,77.2,none,yes,no,0.0,6.6,24.8,4.6,94.6,46.5
4.4,78.9,master,no,yes,69.5,1.9,60.6,51.1,68.8,58.0
3.0,91.6,graduate,yes,no,0.0,0.7,59.2,27.7,72.9,46.0
2.5,69.1,graduate,no,yes,81.4,0.7,45.6,94.5,67.7,61.9
7.3,99.8,graduate,no,yes,76.8,1.5,56.4,64.8,51.1,57.4
9.9,71.7,high_school,yes,no,0.0,0.7,7.8,12.5,11.0,16.6
6.4,68.1,master,no,yes,75.1,9.7,14.6,79.8,27.4,50.9
3.8,55.3,high_school,yes,no,0.0,1.0,52.6,87.6,58.9,51.4
3.5,78.6,master,no,no,0.0,1.8,60.7,89.7,17.1,42.7
8.1,83.9,none,no,yes,86.3,1.4,59.2,25.9,68.7,55.9
5.7,63.4,master,yes,no,0.0,9.9,67.8,41.8,45.8,51.6
8.0,75.1,master,no,yes,72.2,8.6,52.1,71.8,92.4,76.1
9.5,70.3,master,yes,yes,66.6,0.6,63.5,7.7,24.0,37.0
7.4,77.7,none,yes,yes,79.2,5.2,96.2,42.4,50.9,63.7
10.0,94.4,high_school,no,yes,88.6,7.0,1.4,19.0,83.1,54.6
7.5,62.2,high_school,no,yes,67.0,3.7,96.5,67.5,88.2,76.5
1.3,67.7,high_school,no,no,0.0,9.1,49.6,17.0,97.0,55.6
2.5,77.0,high_school,no,no,0.0,2.2,29.9,29.4,21.3,25.6
3.0,96.7,high_school,no,yes,84.6,3.3,89.2,84.8,5.7,54.6
3.5,50.3,graduate,no,yes,81.2,9.0,35.5,10.1,49.2,45.3
4.1,95.7,high_school,yes,no,0.0,3.0,76.9,25.0,47.1,44.3
4.3,59.1,master,yes,yes,74.1,4.3,98.9,65.6,43.9,62.9
3.6,93.5,graduate,yes,no,0.0,9.0,19.0,4.0,39.5,31.9
1.6,59.9,none,no,yes,73.0,7.6,11.9,48.9,49.6,45.7
8.8,75.1,none,yes,yes,73.8,0.1,11.0,10.8,2.1,20.6
6.8,52.6,master,no,no,0.0,2.8,97.6,73.7,43.4,56.1
0.8,71.4,graduate,yes,yes,86.7,4.3,24.9,76.7,86.4,63.2
4.7,89.1,high_school,yes,yes,69.2,1.3,18.9,85.5,62.9,54.8
0.4,99.5,graduate,no,no,0.0,4.1,1.8,20.0,86.4,39.6
3.1,81.7,graduate,yes,yes,72.2,2.7,33.6,47.9,51.0,47.2
2.8,67.6,none,yes,yes,86.4,3.2,32.0,4.8,4.1,25.2
2.9,64.0,high_school,no,no,0.0,1.1,18.5,94.8,36.4,39.3
6.7,84.1,graduate,no,no,0.0,2.4,36.1,81.0,74.3,55.7
2.8,79.2,high_school,yes,yes,67.7,4.5,13.0,74.3,12.0,37.7
1.0,97.1,master,no,yes,61.8,1.9,72.5,99.0,20.2,53.8
5.5,62.6,master,no,yes,79.3,5.2,44.8,71.7,91.1,69.6
9.5,89.5,graduate,no,yes,91.8,6.9,69.7,12.9,4.5,43.2
7.4,69.9,high_school,yes,no,0.0,4.0,43.8,50.9,56.2,47.0
2.7,59.2,graduate,yes,no,0.0,5.0,59.2,0.9,92.9,49.2
7.2,62.9,graduate,no,yes,81.3,2.9,70.8,55.2,17.1,48.1
6.4,97.1,master,yes,yes,99.6,2.1,27.0,79.1,64.2,60.6
1.2,82.4,master,no,yes,76.3,6.1,8.3,70.5,54.9,50.7
3.2,52.9,high_school,no,yes,81.5,9.8,21.9,96.5,17.7,51.2
7.8,89.0,high_school,no,yes,92.7,2.2,94.6,25.7,62.6,62.7
2.7,79.1,none,yes,yes,96.1,0.9,44.6,73.0,43.4,52.4
1.8,59.3,graduate,yes,no,0.0,0.2,57.0,94.3,18.0,39.7
1.6,58.9,none,yes,no,0.0,1.0,6.9,7.2,24.5,14.9
5.3,86.3,high_school,yes,yes,65.3,7.7,37.8,2.1,82.7,54.0
2.7,96.9,high_school,yes,no,0.0,8.5,95.8,10.6,73.6,58.1
0.8,57.0,none,yes,no,0.0,6.3,30.7,47.9,24.4,32.6
1.2,91.2,high_school,no,yes,96.5,0.2,10.3,88.6,41.5,47.2
4.3,57.4,master,yes,yes,79.7,9.9,92.2,68.4,68.7,75.6
2.2,97.8,master,no,yes,95.8,6.0,7.6,33.4,36.0,40.6
1.8,76.5,graduate,no,no,0.0,3.5,15.0,66.7,30.2,33.6
1.0,95.8,master,no,yes,94.5,9.8,81.1,71.1,7.6,57.3
7.8,57.3,graduate,no,yes,64.5,4.3,44.7,79.7,97.6,71.7
7.3,57.2,master,yes,no,0.0,4.8,18.2,38.5,31.9,32.2
9.7,80.1,master,yes,no,0.0,5.5,80.2,65.4,24.6,50.9
5.4,74.6,graduate,no,yes,88.1,2.4,8.4,71.5,52.7,49.4
0.0,99.7,high_school,no,yes,96.5,3.6,55.8,95.8,92.1,76.2
8.5,88.9,graduate,no,no,0.0,2.4,46.0,83.5,55.2,53.6
8.3,52.8,graduate,yes,yes,87.8,4.2,96.2,70.4,37.7,64.4
0.5,55.3,high_school,no,no,0.0,1.4,83.7,87.0,3.0,39.5
2.5,50.6,none,yes,no,0.0,4.7,76.5,47.0,14.0,37.4
7.2,72.2,high_school,no,yes,80.1,0.1,11.1,6.0,64.2,38.0
8.3,84.0,none,no,no,0.0,9.3,91.9,50.2,70.9,67.3
2.7,54.6,none,yes,no,0.0,1.8,74.3,40.0,5.6,30.4
7.5,78.0,high_school,no,no,0.0,1.6,47.7,65.3,40.5,44.0
8.0,82.3,graduate,no,no,0.0,0.3,10.8,7.8,60.3,30.2
2.8,77.1,high_school,yes,yes,85.5,0.3,59.7,75.7,30.9,50.5
2.7,98.8,high_school,no,yes,99.2,7.5,4.6,31.5,94.4,59.2
9.6,75.0,master,no,yes,73.3,9.0,72.6,97.4,70.3,80.0
5.0,75.1,graduate,yes,yes,71.6,1.5,58.7,38.2,58.6,51.9
4.6,94.3,high_school,yes,yes,99.7,5.0,88.4,80.7,65.4,75.4
9.9,80.4,master,no,no,0.0,0.4,78.5,33.9,36.0,42.7
7.1,84.1,graduate,yes,no,0.0,1.0,99.7,60.7,95.8,69.6
0.1,88.3,master,yes,no,0.0,1.6,49.9,45.5,17.0,30.2
2.8,68.2,high_school,yes,no,0.0,9.8,17.9,77.2,25.8,41.4
7.6,72.1,graduate,yes,no,0.0,4.0,97.2,48.8,36.3,51.5
8.6,95.9,graduate,no,no,0.0,0.8,36.7,84.5,95.2,62.7
4.1,72.5,high_school,yes,yes,66.2,1.1,74.1,24.5,82.1,57.7
3.8,78.5,high_school,yes,no,0.0,4.7,38.8,46.2,9.4,30.3
5.4,90.9,high_school,yes,no,0.0,7.7,18.0,10.8,96.0,49.5
2.0,66.4,master,no,no,0.0,1.1,99.6,48.6,70.2,56.1
4.5,77.3,none,yes,no,0.0,0.6,64.0,32.0,3.1,26.8
8.1,89.5,none,yes,no,0.0,2.7,5.4,86.8,95.3,58.3
6.4,54.2,high_school,no,no,0.0,5.2,40.5,29.8,71.2,46.5
6.7,63.0,high_school,yes,no,0.0,1.6,89.5,42.9,96.3,63.5
3.5,71.0,none,yes,no,0.0,8.2,96.6,43.7,91.3,69.0
5.6,94.7,graduate,yes,no,0.0,0.1,72.3,57.8,14.5,38.0
9.0,96.7,none,no,yes,99.5,9.4,11.4,97.0,40.6,62.5
8.6,81.7,high_school,yes,yes,84.0,2.2,21.9,97.9,42.0,55.5
2.1,59.6,high_school,no,yes,88.0,6.5,81.4,1.6,89.7,62.8
4.6,70.5,master,no,yes,78.4,3.7,52.3,76.5,11.3,46.5
5.5,58.1,none,no,no,0.0,7.0,28.5,66.0,68.0,52.0
9.4,95.3,high_school,yes,no,0.0,1.0,80.6,10.4,65.0,48.2
7.5,81.2,high_school,no,no,0.0,2.1,50.3,80.6,66.8,56.1
7.8,77.6,high_school,yes,no,0.0,4.1,85.6,95.1,35.1,58.6
8.2,85.2,none,yes,no,0.0,8.8,94.0,78.2,50.8,66.8
2.6,91.9,none,yes,yes,66.1,3.7,0.4,90.9,3.3,35.5
8.2,91.0,master,no,no,0.0,1.9,17.0,57.2,43.0,38.3
6.4,91.4,none,yes,no,0.0,9.0,93.9,39.0,72.8,65.2
5.2,71.9,high_school,yes,no,0.0,8.4,50.4,63.1,78.4,60.8
1.6,66.1,high_school,yes,yes,61.1,7.1,2.6,1.2,77.0,41.2
9.2,53.9,none,yes,no,0.0,1.9,74.2,13.1,45.4,40.3
6.5,61.1,graduate,yes,no,0.0,6.6,72.6,80.7,37.8,54.9
2.7,96.7,high_school,yes,yes,71.3,8.9,11.1,92.7,12.3,46.7
0.9,74.7,master,yes,yes,79.5,6.3,39.1,49.1,2.2,36.7
2.1,71.0,master,no,yes,86.4,6.3,80.9,18.0,1.0,39.6
8.5,55.9,master,no,yes,80.9,2.5,48.4,61.4,54.6,56.0
1.2,80.3,high_school,yes,yes,73.1,2.2,21.6,36.5,89.9,52.7
7.3,97.0,master,no,no,0.0,4.7,48.2,95.3,34.9,52.4
8.1,71.8,none,yes,no,0.0,9.6,25.0,19.8,84.6,51.6
1.0,89.7,master,yes,no,0.0,4.2,79.4,95.4,48.8,58.8
7.5,90.8,high_school,no,yes,78.0,8.9,42.9,56.7,37.4,56.1
9.6,62.7,none,no,no,0.0,4.0,60.4,87.7,95.0,70.1
1.1,90.5,none,yes,no,0.0,1.5,35.8,7.3,65.7,34.9
3.1,50.5,high_school,no,yes,82.5,3.9,21.4,56.7,32.2,41.5
6.0,76.4,high_school,no,yes,83.0,6.5,71.6,94.6,80.7,79.1
6.8,71.8,master,yes,no,0.0,4.2,19.7,80.3,49.9,46.2
1.2,58.6,master,no,yes,96.5,2.8,23.6,2.1,1.8,21.7
8.4,70.1,high_school,no,no,0.0,7.2,64.5,6.9,9.5,32.0
2.7,87.7,none,yes,no,0.0,3.0,55.6,31.3,61.2,44.5
9.8,74.7,high_school,no,yes,65.5,9.9,93.8,10.3,22.4,52.6
8.6,86.2,graduate,yes,yes,97.4,8.7,8.8,72.4,81.2,67.7
2.6,89.2,high_school,yes,no,0.0,2.7,94.7,7.5,32.9,38.8
1.7,56.9,none,yes,no,0.0,6.4,12.6,86.2,75.3,52.4
6.7,76.1,graduate,no,no,0.0,2.3,66.1,97.6,32.2,51.9
2.6,64.8,high_school,no,yes,87.8,0.8,55.9,87.3,65.9,62.5
4.9,60.6,graduate,no,yes,92.6,7.6,81.9,18.8,10.5,45.6
5.1,65.7,master,no,yes,68.8,3.6,65.5,84.8,10.6,49.6
9.8,93.4,graduate,no,no,0.0,9.5,18.8,27.8,16.4,33.3
5.8,55.1,none,yes,yes,70.7,4.8,74.5,24.1,89.4,64.1
5.3,67.6,high_school,yes,no,0.0,5.1,35.4,21.2,39.7,34.4
0.5,63.6,high_school,yes,no,0.0,1.9,64.9,73.2,42.3,45.6
1.8,63.8,none,no,yes,68.8,0.5,10.9,5.0,24.9,22.1
0.4,63.3,high_school,yes,no,0.0,3.9,27.5,88.3,70.0,51.4
1.0,86.7,master,no,no,0.0,7.1,20.6,78.6,34.8,42.2
2.9,50.2,graduate,no,yes,72.6,0.7,73.9,85.3,68.8,64.4
1.9,95.0,graduate,yes,no,0.0,8.8,66.6,42.8,2.1,37.0
1.7,88.0,high_school,no,yes,78.9,0.5,97.0,58.3,48.8,59.3
0.2,84.0,master,yes,yes,64.0,8.0,52.5,16.7,14.7,37.0
3.4,74.5,master,no,no,0.0,3.0,66.3,25.4,45.9,40.5
3.3,75.9,none,yes,yes,99.1,8.6,27.0,51.9,64.0,58.9
6.6,57.1,none,yes,no,0.0,2.1,24.4,74.1,97.3,57.1
0.9,96.0,none,yes,no,0.0,9.9,96.5,87.7,67.9,72.4
8.8,58.7,master,no,no,0.0,1.9,39.1,41.7,99.4,55.2
5.8,85.1,high_school,no,no,0.0,2.9,79.5,56.7,79.3,61.1
9.7,74.9,graduate,no,yes,72.1,2.9,68.1,52.3,29.0,51.5
8.0,50.8,high_school,yes,no,0.0,0.1,28.3,59.3,5.3,25.8
3.5,91.7,high_school,no,yes,98.1,7.1,13.8,87.9,78.5,67.1
1.4,86.7,none,yes,yes,92.5,6.4,29.1,3.2,93.3,55.1
4.2,98.3,high_school,no,no,0.0,6.8,92.0,59.7,17.3,49.3
3.2,78.9,graduate,no,yes,71.9,9.3,13.6,55.4,30.1,44.9
4.6,59.2,none,yes,no,0.0,4.7,13.9,44.2,31.3,31.0
4.3,71.0,none,no,no,0.0,0.9,2.8,55.9,95.7,47.0
1.4,95.3,graduate,no,no,0.0,0.5,12.7,54.3,56.6,36.3
8.5,56.3,high_school,no,yes,63.4,2.7,80.7,87.5,46.0,63.5
9.9,55.4,high_school,no,yes,89.6,6.7,56.5,69.1,86.4,74.4
7.4,52.7,graduate,yes,yes,72.0,3.1,56.2,96.7,13.6,51.3
9.9,50.3,none,yes,yes,80.8,2.5,11.5,0.0,60.4,38.5
1.0,51.2,none,no,yes,92.8,8.4,5.6,12.2,40.5,36.5
5.5,91.1,none,yes,yes,66.8,7.4,43.2,63.6,18.5,48.3
5.5,73.8,master,no,no,0.0,3.9,66.8,95.9,49.3,57.7
7.0,55.4,none,no,no,0.0,0.1,14.8,28.3,12.0,18.6
3.0,82.3,none,yes,no,0.0,2.8,90.8,35.5,13.9,37.8
